PtNo,Easting,Northing,Elevation,Remark
669,353960.323,3066502.851,1841.00,
670,354137.634,3066306.269,1888.00,
671,354101.997,3066614.397,1911.00,TREE
672,353842.286,3066566.383,1835.00,
673,353873.195,3066652.055,1854.00,
674,354326.301,3066391.787,1913.00,
675,354082.265,3066599.783,1899.00,
676,354281.056,3066632.412,1894.00,
677,353835.542,3066431.494,1825.00,
678,354152.904,3066449.631,1892.00,TERRACE
679,354314.920,3066417.346,1901.00,GL
680,354314.405,3066286.653,1934.00,GL
681,353798.417,3066382.770,1840.00,GL
682,354108.650,3066418.847,1877.00,TOP
683,354015.907,3066331.119,1870.00,GL
684,354253.788,3066589.913,1898.00,TERRACE
685,353839.872,3066460.070,1821.00,TOP
686,353955.630,3066514.922,1845.00,
687,354283.066,3066398.067,1910.00,GL
688,354077.474,3066430.693,1869.00,
689,354069.506,3066587.280,1891.00,
690,354377.547,3066470.677,1855.00,
691,353988.760,3066525.794,1855.00,GL
692,353820.944,3066458.597,1818.00,
693,354031.979,3066509.552,1860.00,
694,353890.242,3066646.760,1852.00,TREE
695,353844.314,3066396.490,1844.00,GL
696,354137.245,3066493.168,1893.00,TERRACE
697,354369.591,3066557.336,1867.00,
698,354142.109,3066320.997,1888.00,
699,354186.938,3066668.934,1924.00,TREE
700,353990.536,3066486.847,1845.00,
701,354137.894,3066384.175,1885.00,
702,354249.083,3066587.928,1899.00,TRACK
703,354151.524,3066611.058,1923.00,
704,354278.798,3066535.886,1878.00,TOP
705,354128.705,3066651.380,1928.00,TRACK
706,353913.245,3066324.592,1867.00,
707,354146.209,3066496.459,1898.00,TERRACE
708,354092.138,3066582.829,1896.00,
709,353897.876,3066654.416,1853.00,GL
710,354168.628,3066541.520,1910.00,TERRACE
711,354287.176,3066524.515,1876.00,
712,353876.826,3066444.207,1824.00,GL
713,354123.740,3066514.253,1890.00,
714,354236.961,3066506.199,1904.00,GL
715,354040.137,3066648.010,1895.00,GL
716,353959.943,3066617.948,1865.00,TREE
717,354020.883,3066581.418,1877.00,GL
718,354123.475,3066654.478,1927.00,TERRACE
719,354206.395,3066312.012,1907.00,GL
720,354133.229,3066592.977,1916.00,
721,353860.341,3066474.422,1823.00,TRACK
722,354288.446,3066584.022,1884.00,TOP
723,354349.885,3066401.873,1905.00,TERRACE
724,353856.918,3066475.945,1823.00,TOP
725,353947.609,3066617.097,1862.00,TERRACE
726,353898.303,3066303.379,1870.00,GL
727,354305.016,3066400.400,1910.00,TERRACE
728,354342.651,3066478.519,1871.00,GL
729,353824.531,3066629.293,1856.00,TOP
730,353994.718,3066395.728,1856.00,
731,353913.370,3066616.905,1854.00,GL
732,354076.906,3066384.592,1870.00,GL
733,354348.556,3066404.665,1904.00,TERRACE
734,353838.651,3066510.597,1825.00,
735,353899.824,3066549.712,1843.00,
736,354090.449,3066637.469,1912.00,GL
737,354112.660,3066636.962,1921.00,TRACK
738,354242.597,3066384.838,1913.00,TOP
739,354060.185,3066584.293,1887.00,GL
740,353881.639,3066542.400,1835.00,GL
741,354007.996,3066441.799,1851.00,
742,354387.134,3066592.488,1856.00,TRACK
743,354248.824,3066642.515,1904.00,
744,353866.010,3066480.556,1823.00,
745,354283.422,3066649.500,1889.00,TREE
746,353981.134,3066339.189,1861.00,TRACK
747,354263.744,3066351.151,1921.00,TREE
748,353805.172,3066594.766,1849.00,
749,354318.361,3066405.983,1906.00,TRACK
750,353894.112,3066522.491,1835.00,
751,354069.840,3066485.222,1869.00,TERRACE
752,354191.825,3066343.889,1900.00,TERRACE
753,354102.357,3066587.223,1901.00,TERRACE
754,353896.713,3066584.599,1848.00,
755,353878.082,3066347.429,1860.00,
756,353965.924,3066391.989,1851.00,
757,353829.160,3066608.964,1849.00,TERRACE
758,353928.234,3066652.225,1858.00,
759,353876.143,3066636.073,1850.00,
760,354075.294,3066487.064,1870.00,TERRACE
761,354009.646,3066434.314,1853.00,
762,354148.280,3066463.648,1891.00,
763,353963.330,3066358.820,1855.00,
764,353816.606,3066487.837,1820.00,
765,353993.745,3066380.154,1858.00,TOP
766,354247.986,3066349.651,1917.00,TOP
767,353949.276,3066440.307,1834.00,TOP
768,354037.031,3066313.160,1878.00,TERRACE
769,354249.336,3066472.429,1901.00,TREE
770,354041.337,3066564.825,1875.00,
771,354329.529,3066543.554,1871.00,TREE
772,354349.652,3066672.257,1860.00,
773,353984.526,3066641.022,1874.00,
774,354238.704,3066537.615,1893.00,TRACK
775,353950.118,3066646.145,1864.00,TOP
776,353879.758,3066466.555,1823.00,TERRACE
777,354060.557,3066605.499,1895.00,
778,354156.901,3066399.531,1892.00,TREE
779,354358.028,3066493.560,1864.00,TOP
780,353886.152,3066679.661,1860.00,GL
781,354224.370,3066523.870,1902.00,
782,354081.721,3066488.950,1872.00,GL
783,353876.710,3066603.105,1845.00,TOP
784,354379.256,3066407.962,1895.00,TOP
785,354215.519,3066616.447,1913.00,TERRACE
786,353871.316,3066297.080,1869.00,GL
787,354338.741,3066378.944,1917.00,
788,353856.610,3066360.446,1855.00,
789,353850.729,3066392.410,1846.00,GL
790,353997.430,3066664.651,1880.00,
791,354357.049,3066293.375,1933.00,TOP
792,353815.129,3066409.321,1833.00,GL
793,354347.821,3066512.670,1865.00,TOP
794,354164.388,3066566.114,1915.00,TERRACE
795,353837.832,3066598.189,1844.00,GL
796,354137.034,3066439.111,1885.00,TREE
797,354070.341,3066374.967,1870.00,
798,354136.512,3066625.880,1924.00,TERRACE
799,354237.004,3066333.913,1915.00,
800,354201.562,3066311.616,1905.00,
801,354393.620,3066375.628,1902.00,GL
802,353890.281,3066485.596,1827.00,
803,354286.335,3066659.838,1885.00,GL
804,354044.142,3066577.817,1880.00,
805,354266.791,3066509.494,1888.00,GL
806,354331.702,3066491.693,1870.00,
807,354392.685,3066559.524,1859.00,
808,353956.578,3066538.104,1853.00,
809,354067.383,3066421.244,1866.00,
810,354360.271,3066320.744,1933.00,TRACK
811,354362.564,3066363.794,1920.00,
812,354021.457,3066599.533,1882.00,
813,354361.315,3066536.423,1866.00,
814,354041.346,3066605.055,1889.00,
815,354019.060,3066305.634,1874.00,TERRACE
816,354252.380,3066643.786,1902.00,TERRACE
817,354078.572,3066439.401,1869.00,
818,354067.360,3066656.101,1906.00,
819,354028.507,3066524.519,1862.00,
820,354056.306,3066505.389,1865.00,
821,353881.725,3066615.296,1848.00,
822,353833.510,3066539.173,1830.00,TOP
823,354249.722,3066553.735,1889.00,TREE
824,354133.499,3066349.295,1883.00,TRACK
825,354200.102,3066526.414,1909.00,TOP
826,354277.222,3066426.762,1899.00,
827,353932.368,3066319.058,1867.00,
828,353934.845,3066341.963,1860.00,
829,353963.000,3066479.630,1836.00,
830,353977.577,3066392.937,1854.00,GL
831,354254.177,3066589.815,1898.00,TRACK
832,354019.082,3066336.653,1869.00,GL
833,353987.951,3066293.795,1869.00,GL
834,354180.614,3066682.935,1926.00,
835,353907.371,3066413.875,1836.00,TRACK
836,353860.199,3066492.808,1824.00,GL
837,354213.370,3066369.217,1905.00,GL
838,354248.969,3066368.293,1916.00,TREE
839,353973.708,3066448.645,1839.00,TOP
840,354179.468,3066600.458,1919.00,TRACK
841,353814.516,3066305.909,1855.00,GL
842,354040.594,3066621.041,1893.00,
843,354145.560,3066680.683,1933.00,
844,353948.678,3066511.401,1842.00,TREE
845,354004.631,3066431.434,1852.00,TRACK
846,354160.907,3066379.359,1893.00,
847,354148.867,3066359.203,1888.00,TRACK
848,353887.983,3066418.235,1835.00,
849,354222.108,3066624.575,1912.00,GL
850,353841.930,3066291.346,1862.00,
851,354379.756,3066596.533,1860.00,
852,353918.548,3066554.872,1849.00,
853,353946.170,3066296.367,1866.00,
854,353914.447,3066316.868,1868.00,TERRACE
855,354392.584,3066576.106,1857.00,GL
856,353969.140,3066556.549,1860.00,
857,354158.732,3066411.061,1892.00,TERRACE
858,354392.668,3066626.364,1855.00,GL
859,354365.207,3066367.439,1917.00,
860,353821.341,3066460.275,1818.00,GL
861,354107.292,3066332.649,1880.00,GL
862,354157.927,3066543.340,1909.00,
863,354215.940,3066320.203,1909.00,TERRACE
864,353996.380,3066359.654,1860.00,
865,353994.386,3066593.345,1873.00,
866,353798.842,3066489.743,1820.00,
867,353818.197,3066553.864,1835.00,TERRACE
868,354127.585,3066578.845,1909.00,TRACK
869,353842.334,3066531.549,1828.00,TERRACE
870,353916.370,3066367.894,1852.00,
871,353997.281,3066566.293,1868.00,GL
872,353836.732,3066336.274,1858.00,GL
873,353813.691,3066397.818,1839.00,
874,354352.448,3066462.346,1872.00,
875,354055.678,3066333.045,1878.00,
876,353917.373,3066331.343,1865.00,TERRACE
877,354222.278,3066545.185,1900.00,TRACK
878,353803.099,3066585.935,1847.00,TERRACE
879,353942.733,3066436.431,1834.00,TOP
880,354372.478,3066438.900,1876.00,
881,354333.753,3066366.799,1923.00,
882,354178.116,3066493.699,1906.00,GL
883,353852.603,3066521.001,1827.00,GL
884,353989.269,3066660.001,1876.00,
885,353810.835,3066306.581,1853.00,TREE
886,353929.806,3066650.810,1858.00,GL
887,353813.888,3066684.823,1872.00,TREE
888,353871.268,3066427.573,1831.00,GL
889,354177.465,3066575.003,1916.00,TRACK
890,353858.121,3066618.275,1848.00,GL
891,353890.497,3066548.718,1839.00,TERRACE
892,354337.213,3066399.129,1908.00,TOP
893,353998.228,3066536.186,1860.00,TRACK
894,353997.970,3066637.322,1880.00,TOP
895,353846.335,3066332.619,1860.00,GL
896,354273.967,3066475.963,1889.00,
897,354200.014,3066294.762,1906.00,TERRACE
898,354126.361,3066623.058,1922.00,
899,354168.531,3066596.086,1920.00,
900,353854.352,3066308.229,1864.00,
901,353953.707,3066585.657,1860.00,
902,354147.543,3066561.725,1912.00,
903,354366.106,3066334.020,1929.00,
904,354286.911,3066493.803,1881.00,TRACK
905,354181.800,3066560.439,1913.00,
906,354106.927,3066420.440,1877.00,TREE
907,353805.371,3066491.122,1821.00,GL
908,354333.236,3066672.722,1862.00,GL
909,353837.051,3066543.211,1831.00,GL
910,353873.765,3066489.540,1825.00,
911,354210.243,3066311.900,1908.00,
912,354281.986,3066333.007,1926.00,TRACK
913,354270.108,3066623.646,1899.00,TOP
914,354069.006,3066582.991,1889.00,TREE
915,353904.160,3066621.802,1851.00,
916,353817.835,3066520.510,1829.00,
917,354307.712,3066513.796,1872.00,GL
918,354383.323,3066494.800,1852.00,TERRACE
919,353943.948,3066581.502,1858.00,
920,354315.360,3066415.837,1902.00,
921,354037.891,3066485.461,1860.00,TERRACE
922,353983.023,3066475.395,1841.00,
923,354100.284,3066550.380,1886.00,GL
924,353799.812,3066376.643,1842.00,TERRACE
925,354059.757,3066297.414,1886.00,TOP
926,353914.091,3066324.443,1867.00,
927,354222.421,3066356.843,1908.00,TRACK
928,354099.670,3066628.270,1913.00,
929,354318.874,3066569.734,1876.00,
930,354335.717,3066582.724,1877.00,GL
931,353986.151,3066465.189,1842.00,
932,353962.681,3066329.516,1862.00,TERRACE
933,354359.860,3066469.080,1866.00,
934,354100.553,3066630.546,1914.00,GL
935,353854.251,3066492.626,1823.00,TERRACE
936,353824.445,3066541.832,1832.00,
937,354390.217,3066432.452,1872.00,TRACK
938,354142.266,3066346.197,1886.00,
939,353829.588,3066539.697,1831.00,
940,354103.102,3066480.007,1879.00,TERRACE
941,354098.143,3066424.583,1875.00,GL
942,354056.475,3066390.401,1865.00,
943,354368.255,3066560.841,1867.00,
944,354364.944,3066410.345,1899.00,
945,353871.650,3066519.019,1829.00,GL
946,353886.195,3066392.936,1846.00,
947,354042.096,3066587.620,1883.00,TREE
948,354296.335,3066433.879,1894.00,
949,354170.603,3066476.615,1902.00,
950,354236.427,3066654.632,1906.00,TOP
951,354143.119,3066572.459,1913.00,
952,353923.497,3066582.246,1855.00,
953,354286.403,3066419.820,1900.00,TREE
954,353806.317,3066625.067,1857.00,GL
955,354215.021,3066439.158,1908.00,TOP
956,353915.269,3066682.671,1862.00,TOP
957,354080.957,3066643.886,1910.00,
958,354382.398,3066545.993,1862.00,TERRACE
959,354121.436,3066617.744,1919.00,
960,353830.666,3066506.801,1825.00,
961,354054.779,3066579.375,1884.00,GL
962,354190.831,3066335.536,1900.00,TREE
963,353832.651,3066683.776,1870.00,
964,353949.374,3066607.369,1862.00,
965,353805.562,3066347.202,1850.00,
966,354119.239,3066383.315,1878.00,GL
967,354025.627,3066516.771,1860.00,GL
968,354099.889,3066590.644,1902.00,
969,353972.178,3066347.750,1858.00,TERRACE
970,354192.750,3066668.319,1922.00,TRACK
971,353899.434,3066427.098,1831.00,
972,354342.893,3066680.188,1857.00,TRACK
973,354373.808,3066583.308,1865.00,TERRACE
974,354092.142,3066480.356,1875.00,TERRACE
975,354074.984,3066431.660,1868.00,
976,354310.366,3066322.839,1930.00,
977,353968.285,3066323.528,1863.00,TRACK
978,354278.989,3066535.420,1878.00,TERRACE
979,353970.048,3066596.493,1866.00,
980,354230.409,3066646.726,1909.00,TOP
981,353996.128,3066433.519,1849.00,
982,354160.101,3066659.550,1930.00,
983,354351.094,3066402.136,1905.00,TERRACE
984,353830.988,3066664.405,1865.00,GL
985,354282.862,3066650.593,1889.00,GL
986,354119.887,3066348.422,1879.00,
987,354025.549,3066630.574,1890.00,
988,354007.513,3066568.239,1871.00,
989,353838.907,3066569.768,1837.00,TRACK
990,353953.003,3066623.331,1863.00,TERRACE
991,354170.511,3066499.777,1905.00,GL
992,353854.884,3066491.668,1823.00,
993,354197.476,3066431.912,1904.00,TRACK
994,354375.650,3066628.145,1862.00,TREE
995,354386.940,3066642.282,1858.00,
996,354328.456,3066348.126,1929.00,
997,354281.775,3066592.210,1888.00,
998,353902.018,3066399.024,1843.00,TREE
999,354377.141,3066356.824,1918.00,TREE
1000,353916.513,3066367.673,1852.00,TERRACE
1001,354318.306,3066512.592,1870.00,
1002,354322.202,3066395.672,1912.00,TOP
1003,354168.366,3066382.591,1896.00,
1004,354107.287,3066326.076,1881.00,
1005,353915.744,3066418.449,1835.00,GL
1006,354109.415,3066595.046,1908.00,
1007,353968.437,3066297.128,1866.00,
1008,353871.752,3066481.867,1824.00,
1009,353873.714,3066529.680,1831.00,GL
1010,354275.057,3066304.601,1928.00,TERRACE
1011,354349.001,3066401.005,1906.00,TRACK
1012,353883.379,3066650.473,1853.00,TERRACE
1013,353806.599,3066686.380,1873.00,GL
1014,353956.204,3066627.233,1864.00,
1015,353875.390,3066357.214,1857.00,
1016,353910.766,3066593.478,1853.00,
1017,354146.203,3066465.908,1890.00,GL
1018,354048.195,3066355.513,1870.00,
1019,354053.842,3066478.970,1864.00,TREE
1020,353921.723,3066656.543,1857.00,
1021,354197.023,3066635.067,1919.00,
1022,353969.542,3066444.408,1839.00,TERRACE
1023,354033.786,3066312.967,1877.00,TOP
1024,354076.371,3066645.794,1908.00,TOP
1025,354341.514,3066676.745,1859.00,
1026,353944.210,3066492.436,1835.00,TOP
1027,354226.369,3066375.126,1909.00,GL
1028,353982.191,3066504.879,1847.00,
1029,354334.127,3066561.363,1873.00,TERRACE
1030,354032.748,3066479.750,1859.00,GL
1031,354098.810,3066427.331,1875.00,TREE
1032,354321.654,3066382.943,1918.00,TRACK
1033,354199.154,3066403.953,1903.00,
1034,353850.755,3066309.780,1863.00,GL
1035,353877.238,3066391.185,1846.00,TRACK
1036,354393.165,3066662.925,1852.00,
1037,353811.383,3066293.642,1853.00,
1038,353977.970,3066578.062,1866.00,TERRACE
1039,354373.269,3066597.779,1864.00,GL
1040,353804.880,3066451.635,1816.00,TRACK
1041,353893.612,3066526.429,1836.00,GL
1042,353923.014,3066377.021,1849.00,
1043,353848.934,3066555.954,1833.00,TREE
1044,354080.580,3066569.007,1887.00,GL
1045,354153.029,3066578.784,1917.00,TERRACE
1046,353987.317,3066484.086,1843.00,
1047,353863.745,3066676.168,1862.00,
1048,354284.833,3066629.658,1893.00,
1049,354279.536,3066512.720,1881.00,TRACK
1050,354134.568,3066558.220,1905.00,GL
1051,353877.876,3066399.026,1843.00,
1052,354123.698,3066662.376,1928.00,
1053,354174.864,3066542.916,1911.00,GL
1054,354055.261,3066643.806,1900.00,TRACK
1055,354313.833,3066399.298,1910.00,GL
1056,354032.720,3066678.899,1894.00,
1057,354101.065,3066328.917,1880.00,GL
1058,353864.934,3066500.936,1825.00,
1059,354132.704,3066330.539,1885.00,GL
1060,354254.883,3066360.652,1918.00,TREE
1061,354236.503,3066589.561,1904.00,GL
1062,353948.456,3066315.085,1865.00,
1063,354391.123,3066435.832,1869.00,
1064,354226.969,3066361.731,1909.00,
1065,354052.322,3066626.063,1897.00,
1066,354043.339,3066320.426,1878.00,TOP
1067,354263.314,3066418.997,1906.00,TOP
1068,353903.437,3066630.231,1851.00,
1069,354181.129,3066559.473,1913.00,TOP
1070,354228.757,3066565.437,1900.00,
1071,354108.575,3066681.494,1927.00,
1072,354318.171,3066293.652,1933.00,GL
1073,354078.378,3066551.910,1879.00,TREE
1074,354076.514,3066583.840,1892.00,
1075,353968.349,3066586.421,1864.00,
1076,354349.186,3066568.249,1872.00,TERRACE
1077,353984.077,3066317.092,1865.00,TREE
1078,354211.649,3066319.027,1908.00,
1079,354043.307,3066595.326,1886.00,GL
1080,354358.334,3066527.427,1866.00,
1081,354364.192,3066388.361,1909.00,GL
1082,353811.947,3066294.110,1853.00,TOP
1083,354393.444,3066495.825,1847.00,
1084,354157.452,3066322.259,1891.00,GL
1085,353841.793,3066588.027,1841.00,
1086,354093.873,3066422.682,1874.00,TOP
1087,353827.440,3066611.730,1850.00,GL
1088,354123.834,3066324.707,1884.00,TRACK
1089,353907.568,3066485.941,1829.00,TERRACE
1090,354015.227,3066327.688,1870.00,TERRACE
1091,353980.521,3066599.090,1870.00,GL
1092,354158.061,3066509.211,1905.00,
1093,354288.662,3066378.124,1918.00,TREE
1094,354360.679,3066667.186,1862.00,TREE
1095,353994.552,3066559.756,1866.00,TRACK
1096,354137.469,3066420.414,1885.00,
1097,353801.513,3066631.095,1860.00,GL
1098,354019.103,3066439.212,1854.00,
1099,354375.088,3066658.895,1862.00,
1100,353866.635,3066408.052,1839.00,TRACK
1101,354320.737,3066676.228,1864.00,TREE
1102,354185.874,3066310.793,1901.00,
1103,353973.815,3066580.939,1865.00,TREE
1104,354262.399,3066401.020,1912.00,TERRACE
1105,353969.559,3066457.295,1837.00,GL
1106,354334.074,3066537.439,1870.00,GL
1107,353843.773,3066308.275,1862.00,TRACK
1108,353866.375,3066378.760,1850.00,TERRACE
1109,354244.606,3066326.625,1918.00,TRACK
1110,354067.056,3066581.839,1888.00,TREE
1111,353883.455,3066377.640,1851.00,TRACK
1112,354104.474,3066485.308,1880.00,TOP
1113,353973.717,3066419.265,1847.00,TRACK
1114,354124.759,3066380.661,1880.00,GL
1115,354244.797,3066657.557,1902.00,GL
1116,354310.662,3066486.481,1874.00,TRACK
1117,353832.407,3066549.155,1832.00,
1118,354152.835,3066566.768,1914.00,TRACK
1119,354388.293,3066610.435,1855.00,
1120,354071.151,3066392.096,1868.00,GL
1121,354256.223,3066316.364,1922.00,TRACK
1122,353854.497,3066475.937,1822.00,GL
1123,354319.057,3066352.006,1928.00,
1124,354143.380,3066294.561,1891.00,GL
1125,354331.494,3066650.348,1873.00,TREE
1126,354269.378,3066534.393,1881.00,TREE
1127,354317.661,3066449.316,1886.00,
1128,353828.921,3066344.533,1856.00,
1129,354227.044,3066588.519,1907.00,TRACK
1130,353914.674,3066501.396,1834.00,GL
1131,353954.274,3066358.095,1855.00,
1132,353993.544,3066679.327,1880.00,TREE
1133,354153.389,3066664.881,1931.00,TRACK
1134,354175.214,3066655.193,1926.00,
1135,354356.970,3066612.999,1872.00,GL
1136,353804.055,3066502.161,1825.00,
1137,353911.434,3066408.841,1839.00,
1138,354014.304,3066547.460,1865.00,
1139,354285.650,3066344.978,1925.00,GL
1140,354126.936,3066532.212,1895.00,TRACK
1141,354101.540,3066313.233,1884.00,
1142,354250.282,3066290.551,1923.00,TRACK
1143,354190.529,3066570.748,1913.00,
1144,353969.515,3066424.968,1845.00,TRACK
1145,353849.510,3066567.576,1836.00,
1146,354075.129,3066597.788,1897.00,TERRACE
1147,354326.231,3066616.814,1882.00,GL
1148,354155.885,3066531.473,1907.00,TREE
1149,353829.920,3066627.331,1854.00,
1150,354061.206,3066549.748,1874.00,
1151,354029.195,3066657.003,1891.00,
1152,354147.794,3066643.461,1928.00,TRACK
1153,354146.535,3066303.621,1891.00,
1154,354366.241,3066390.317,1907.00,GL
1155,353998.693,3066442.979,1848.00,GL
1156,354040.061,3066388.082,1862.00,TREE
1157,354163.014,3066356.620,1892.00,
1158,354330.150,3066631.965,1880.00,
1159,354217.895,3066295.485,1911.00,
1160,354077.418,3066359.627,1874.00,TERRACE
1161,354286.493,3066587.405,1885.00,
1162,354086.273,3066376.025,1872.00,
1163,354373.515,3066386.529,1906.00,
1164,353968.090,3066673.740,1871.00,TOP
1165,353874.000,3066593.321,1843.00,
1166,354294.510,3066463.251,1884.00,TERRACE
1167,353972.995,3066342.703,1859.00,GL
1168,354303.855,3066391.622,1914.00,GL
1169,354164.393,3066676.832,1931.00,
1170,354103.188,3066601.883,1908.00,TREE
1171,353846.453,3066317.818,1862.00,
1172,354269.280,3066566.350,1884.00,
1173,353835.249,3066439.850,1823.00,
1174,354376.696,3066570.262,1865.00,GL
1175,354321.737,3066401.919,1908.00,
1176,353976.369,3066340.259,1860.00,
1177,353870.726,3066297.547,1869.00,GL
1178,354326.960,3066401.952,1908.00,
1179,354086.045,3066629.668,1909.00,GL
1180,353873.104,3066644.527,1852.00,
1181,354096.406,3066559.001,1888.00,
1182,353945.621,3066586.580,1859.00,
1183,354039.630,3066365.165,1867.00,GL
1184,354179.907,3066427.039,1899.00,GL
1185,354347.666,3066642.011,1872.00,GL
1186,354279.387,3066677.489,1883.00,
1187,353892.649,3066465.846,1824.00,GL
1188,354084.132,3066596.099,1899.00,
1189,354093.645,3066658.683,1918.00,
1190,354392.624,3066680.399,1845.00,
1191,353847.455,3066407.741,1838.00,TERRACE
1192,354103.618,3066547.327,1887.00,TOP
1193,354344.632,3066439.284,1886.00,
1194,354035.530,3066472.899,1859.00,TERRACE
1195,353953.195,3066472.628,1833.00,TRACK
1196,354128.935,3066397.492,1882.00,GL
1197,353986.115,3066295.906,1868.00,TOP
1198,354354.064,3066589.098,1873.00,
1199,353848.112,3066567.081,1836.00,
1200,353921.986,3066623.778,1855.00,
1201,353793.872,3066290.628,1846.00,
1202,353843.898,3066290.026,1862.00,GL
1203,353893.923,3066289.424,1871.00,TOP
1204,353943.949,3066288.822,1867.00,TREE
1205,353993.974,3066288.221,1870.00,GL
1206,354044.000,3066287.619,1883.00,TRACK
1207,354094.026,3066287.018,1891.00,
1208,354144.051,3066286.417,1893.00,GL
1209,354194.077,3066285.817,1905.00,TOP
1210,354244.102,3066285.216,1921.00,TRACK
1211,354294.128,3066284.616,1932.00,GL
1212,354344.153,3066284.016,1934.00,TRACK
1213,354394.179,3066283.416,1922.00,GL
1214,353794.471,3066340.391,1845.00,TRACK
1215,353844.497,3066339.789,1858.00,GL
1216,353894.522,3066339.187,1863.00,
1217,353944.547,3066338.585,1860.00,
1218,353994.573,3066337.984,1863.00,GL
1219,354044.598,3066337.382,1874.00,TRACK
1220,354094.623,3066336.781,1879.00,
1221,354144.649,3066336.180,1887.00,
1222,354194.674,3066335.579,1901.00,GL
1223,354244.699,3066334.979,1917.00,TERRACE
1224,354294.725,3066334.378,1927.00,
1225,354344.750,3066333.778,1931.00,
1226,354394.775,3066333.178,1921.00,GL
1227,353795.070,3066390.154,1836.00,GL
1228,353845.096,3066389.552,1848.00,
1229,353895.121,3066388.950,1848.00,GL
1230,353945.146,3066388.348,1847.00,GL
1231,353995.171,3066387.746,1857.00,TREE
1232,354045.196,3066387.145,1863.00,
1233,354095.221,3066386.544,1873.00,TREE
1234,354145.246,3066385.943,1888.00,
1235,354195.272,3066385.342,1900.00,TERRACE
1236,354245.297,3066384.741,1914.00,GL
1237,354295.322,3066384.141,1917.00,
1238,354345.347,3066383.541,1915.00,GL
1239,354395.372,3066382.941,1897.00,
1240,353795.670,3066439.917,1816.00,GL
1241,353845.695,3066439.314,1824.00,GL
1242,353895.720,3066438.712,1827.00,
1243,353945.744,3066438.111,1834.00,
1244,353995.769,3066437.509,1848.00,GL
1245,354045.794,3066436.908,1861.00,GL
1246,354095.819,3066436.306,1874.00,
1247,354145.844,3066435.705,1888.00,GL
1248,354195.869,3066435.105,1904.00,
1249,354245.894,3066434.504,1905.00,
1250,354295.919,3066433.904,1894.00,GL
1251,354345.944,3066433.304,1889.00,
1252,354395.969,3066432.704,1868.00,TREE
1253,353796.269,3066489.679,1820.00,
1254,353846.294,3066489.077,1823.00,
1255,353896.318,3066488.475,1828.00,
1256,353946.343,3066487.873,1834.00,TERRACE
1257,353996.368,3066487.272,1847.00,TOP
1258,354046.392,3066486.670,1863.00,TERRACE
1259,354096.417,3066486.069,1877.00,
1260,354146.442,3066485.468,1894.00,
1261,354196.467,3066484.867,1908.00,TERRACE
1262,354246.491,3066484.267,1901.00,
1263,354296.516,3066483.666,1879.00,GL
1264,354346.541,3066483.066,1868.00,
1265,354396.565,3066482.466,1844.00,TREE
1266,353796.868,3066539.442,1835.00,GL
1267,353846.892,3066538.840,1829.00,
1268,353896.917,3066538.238,1839.00,GL
1269,353946.942,3066537.636,1851.00,
1270,353996.966,3066537.034,1860.00,GL
1271,354046.991,3066536.433,1868.00,
1272,354097.015,3066535.832,1881.00,
1273,354147.040,3066535.231,1905.00,GL
1274,354197.064,3066534.630,1910.00,
1275,354247.089,3066534.029,1890.00,TOP
1276,354297.113,3066533.429,1874.00,
1277,354347.138,3066532.829,1868.00,GL
1278,354397.162,3066532.229,1856.00,TERRACE
1279,353797.467,3066589.205,1849.00,
1280,353847.491,3066588.602,1841.00,TREE
1281,353897.516,3066588.000,1849.00,
1282,353947.540,3066587.399,1860.00,
1283,353997.564,3066586.797,1873.00,
1284,354047.589,3066586.196,1884.00,TRACK
1285,354097.613,3066585.594,1899.00,
1286,354147.637,3066584.993,1918.00,
1287,354197.662,3066584.393,1913.00,
1288,354247.686,3066583.792,1898.00,
1289,354297.710,3066583.192,1882.00,GL
1290,354347.734,3066582.592,1874.00,
1291,354397.759,3066581.992,1853.00,GL
1292,353798.066,3066638.967,1862.00,TREE
1293,353848.090,3066638.365,1854.00,GL
1294,353898.115,3066637.763,1851.00,TOP
1295,353948.139,3066637.161,1862.00,TREE
1296,353998.163,3066636.560,1880.00,GL
1297,354048.187,3066635.958,1897.00,
1298,354098.211,3066635.357,1915.00,
1299,354148.235,3066634.756,1927.00,GL
1300,354198.259,3066634.155,1918.00,GL
1301,354248.283,3066633.555,1905.00,
1302,354298.307,3066632.954,1888.00,
1303,354348.331,3066632.354,1874.00,
1304,354398.355,3066631.754,1853.00,TRACK
1305,353798.665,3066688.730,1875.00,
1306,353848.689,3066688.128,1868.00,
1307,353898.713,3066687.526,1863.00,GL
1308,353948.737,3066686.924,1867.00,
1309,353998.761,3066686.322,1882.00,TERRACE
1310,354048.785,3066685.721,1902.00,
1311,354098.809,3066685.120,1925.00,
1312,354148.833,3066684.519,1933.00,TRACK
1313,354198.857,3066683.918,1919.00,
1314,354248.881,3066683.318,1897.00,TOP
1315,354298.904,3066682.717,1871.00,TRACK
1316,354348.928,3066682.117,1854.00,
1317,354398.952,3066681.517,1842.00,
