PtNo,Easting,Northing,Elevation,Remark
658,500119.577,3050068.981,1408.587,
659,500236.128,3050103.544,1419.707,TREE
660,500158.776,3050010.614,1406.999,
661,500109.930,3050112.054,1410.130,GL
662,500354.623,3050066.303,1420.635,
663,500075.037,3050098.184,1409.277,
664,500033.925,3050106.276,1406.620,GL
665,500136.771,3050219.853,1410.643,RIVER
666,500287.056,3050067.585,1421.378,HOUSE
667,500322.973,3050223.436,1424.504,
668,500399.497,3050106.493,1423.407,GL
669,500118.545,3050081.952,1409.316,TREE
670,500163.177,3050125.628,1414.676,
671,500054.729,3050104.436,1408.487,TREE
672,500229.949,3050064.343,1416.981,HOUSE
673,500399.032,3050125.670,1423.739,
674,500280.352,3050037.950,1420.493,TREE
675,500238.085,3050087.982,1419.124,HOUSE
676,500156.948,3050141.448,1413.764,TREE
677,500366.120,3050103.352,1421.452,
678,500198.767,3050205.978,1414.907,TREE
679,500053.747,3050064.180,1407.484,ROAD
680,500146.151,3050242.443,1411.049,
681,500026.867,3050196.181,1407.596,TREE
682,500080.792,3050241.898,1411.816,HOUSE
683,500007.068,3050209.534,1405.260,
684,500181.312,3050035.526,1409.616,GL
685,500253.816,3050131.615,1421.347,RIVER
686,500137.317,3050042.495,1407.512,
687,500168.153,3050204.557,1411.795,TREE
688,500383.684,3050146.041,1422.960,
689,500300.785,3050065.862,1421.574,RIVER
690,500216.343,3050232.400,1417.356,TREE
691,500113.816,3050028.797,1407.241,ROAD
692,500358.799,3050140.966,1422.137,TREE
693,500094.039,3050180.260,1410.858,
694,500130.137,3050014.712,1406.556,
695,500363.626,3050149.464,1422.295,HOUSE
696,500211.817,3050203.975,1416.645,ROAD
697,500296.927,3050016.882,1420.613,
698,500236.298,3050128.061,1420.313,ROAD
699,500261.376,3050064.639,1420.105,ROAD
700,500119.753,3050165.731,1410.642,
701,500096.549,3050029.669,1407.554,
702,500128.997,3050234.263,1410.909,HOUSE
703,500062.177,3050223.682,1411.079,ROAD
704,500349.726,3050046.494,1420.288,GL
705,500113.299,3050080.816,1409.120,HOUSE
706,500224.596,3050146.909,1419.396,RIVER
707,500316.790,3050179.516,1423.631,
708,500313.530,3050110.664,1422.320,
709,500175.355,3050039.073,1409.288,RIVER
710,500190.503,3050026.038,1410.079,
711,500397.881,3050249.941,1426.045,GL
712,500269.839,3050113.838,1421.898,GL
713,500325.855,3050218.133,1424.184,TREE
714,500361.022,3050120.594,1421.813,
715,500315.036,3050230.589,1424.728,HOUSE
716,500074.072,3050021.940,1407.525,HOUSE
717,500224.868,3050028.505,1414.722,
718,500040.758,3050232.408,1409.921,GL
719,500261.169,3050236.873,1423.204,
720,500382.140,3050078.679,1421.554,
721,500205.093,3050088.791,1416.520,RIVER
722,500173.189,3050113.113,1415.594,TREE
723,500014.337,3050104.040,1404.154,TREE
724,500383.910,3050047.511,1420.974,RIVER
725,500041.201,3050224.594,1409.831,HOUSE
726,500016.432,3050063.327,1403.565,ROAD
727,500098.427,3050176.318,1410.681,HOUSE
728,500026.212,3050016.789,1403.952,GL
729,500182.047,3050009.688,1408.622,HOUSE
730,500206.435,3050163.433,1417.181,
731,500125.028,3050084.754,1409.543,RIVER
732,500020.384,3050163.865,1406.143,
733,500044.640,3050023.505,1405.941,RIVER
734,500153.802,3050237.463,1411.193,RIVER
735,500024.211,3050187.129,1407.055,
736,500279.276,3050219.067,1424.040,HOUSE
737,500082.808,3050034.118,1407.789,RIVER
738,500120.829,3050080.040,1409.178,TREE
739,500157.650,3050092.086,1412.415,
740,500166.644,3050134.293,1415.040,RIVER
741,500000.664,3050074.217,1401.485,TREE
742,500044.828,3050015.158,1405.800,
743,500345.106,3050092.220,1421.385,
744,500000.493,3050063.637,1401.292,HOUSE
745,500203.267,3050096.480,1417.045,GL
746,500195.801,3050049.240,1411.952,
747,500133.238,3050065.474,1408.652,ROAD
748,500172.531,3050156.738,1414.393,
749,500312.232,3050097.038,1422.173,
750,500336.481,3050086.346,1421.361,GL
751,500104.139,3050133.476,1410.330,
752,500128.996,3050192.965,1410.498,GL
753,500096.993,3050094.717,1409.384,RIVER
754,500191.945,3050146.880,1416.822,RIVER
755,500273.303,3050241.551,1424.251,ROAD
756,500091.301,3050130.495,1410.240,
757,500132.294,3050227.449,1410.847,
758,500372.154,3050198.418,1423.529,ROAD
759,500019.428,3050014.680,1403.036,
760,500184.308,3050107.275,1416.226,HOUSE
761,500284.623,3050174.580,1423.465,
762,500060.182,3050246.678,1411.576,HOUSE
763,500018.950,3050114.594,1404.937,TREE
764,500055.282,3050023.196,1406.748,RIVER
765,500367.529,3050140.502,1422.213,
766,500003.704,3050031.641,1401.119,GL
767,500075.329,3050187.880,1410.769,RIVER
768,500012.513,3050126.919,1404.337,GL
769,500044.252,3050180.858,1409.094,HOUSE
770,500248.060,3050217.340,1421.427,
771,500096.656,3050157.237,1410.462,HOUSE
772,500227.685,3050153.110,1419.503,
773,500236.078,3050188.643,1419.778,TREE
774,500339.774,3050210.614,1423.752,RIVER
775,500001.897,3050217.263,1404.651,HOUSE
776,500341.348,3050009.108,1419.689,GL
777,500247.648,3050139.048,1421.044,
778,500065.097,3050054.067,1407.911,
779,500309.175,3050215.086,1424.560,ROAD
780,500342.197,3050162.099,1422.732,
781,500101.705,3050105.056,1409.732,HOUSE
782,500367.517,3050047.026,1420.313,GL
783,500181.783,3050084.756,1413.966,
784,500241.370,3050175.944,1420.461,HOUSE
785,500393.860,3050051.090,1421.775,
786,500144.614,3050023.396,1406.879,
787,500325.264,3050222.007,1424.364,TREE
788,500127.360,3050191.053,1410.555,ROAD
789,500319.685,3050049.949,1421.078,ROAD
790,500240.294,3050073.078,1418.544,HOUSE
791,500086.542,3050243.018,1411.962,HOUSE
792,500165.610,3050177.046,1412.507,ROAD
793,500127.054,3050152.631,1411.129,
794,500031.243,3050076.907,1405.764,
795,500011.934,3050074.781,1403.247,GL
796,500138.591,3050009.881,1406.417,HOUSE
797,500007.614,3050182.120,1404.759,HOUSE
798,500066.195,3050010.794,1407.001,
799,500290.073,3050001.214,1420.187,ROAD
800,500283.236,3050182.374,1423.763,
801,500295.432,3050237.218,1424.951,RIVER
802,500126.861,3050189.126,1410.562,HOUSE
803,500356.008,3050117.910,1421.659,RIVER
804,500237.532,3050121.511,1420.236,HOUSE
805,500050.411,3050109.034,1408.287,TREE
806,500057.487,3050081.161,1408.065,
807,500277.238,3050130.429,1422.515,GL
808,500069.178,3050107.788,1409.107,ROAD
809,500202.917,3050149.542,1417.604,GL
810,500396.710,3050224.530,1425.378,
811,500001.603,3050248.752,1405.240,
812,500006.632,3050019.686,1401.497,TREE
813,500397.234,3050096.171,1422.925,HOUSE
814,500233.856,3050045.177,1416.437,RIVER
815,500050.764,3050088.030,1407.853,RIVER
816,500358.921,3050071.868,1420.722,TREE
817,500352.152,3050043.634,1420.283,TREE
818,500214.480,3050191.019,1417.067,ROAD
819,500248.717,3050124.072,1420.937,
820,500109.275,3050229.811,1411.231,TREE
821,500020.208,3050008.148,1403.051,GL
822,500237.827,3050016.745,1416.138,ROAD
823,500117.902,3050100.818,1409.993,ROAD
824,500265.448,3050020.069,1419.237,HOUSE
825,500334.498,3050065.682,1420.926,HOUSE
826,500007.264,3050246.507,1406.004,HOUSE
827,500238.286,3050052.240,1417.250,TREE
828,500092.512,3050049.529,1408.069,
829,500349.555,3050143.410,1422.280,
830,500101.466,3050124.500,1410.181,HOUSE
831,500244.308,3050145.110,1420.869,TREE
832,500221.416,3050094.184,1418.145,
833,500158.467,3050206.691,1411.247,RIVER
834,500271.048,3050034.645,1420.030,RIVER
835,500290.308,3050107.098,1422.423,HOUSE
836,500226.775,3050172.440,1418.969,
837,500303.369,3050217.059,1424.644,RIVER
838,500393.367,3050092.393,1422.516,
839,500167.709,3050141.936,1414.768,GL
840,500205.833,3050017.285,1411.722,ROAD
841,500004.988,3050042.580,1401.604,TREE
842,500318.411,3050017.285,1420.470,
843,500208.092,3050181.970,1416.496,
844,500163.185,3050072.015,1410.865,
845,500037.629,3050180.936,1408.542,HOUSE
846,500355.863,3050016.600,1419.651,HOUSE
847,500158.003,3050215.637,1411.053,
848,500273.033,3050208.883,1423.608,
849,500059.750,3050022.232,1406.912,HOUSE
850,500384.620,3050005.939,1420.149,
851,500071.377,3050014.072,1407.313,
852,500079.817,3050213.408,1411.441,GL
853,500343.593,3050058.676,1420.582,TREE
854,500365.033,3050137.068,1422.095,
855,500084.859,3050106.561,1409.531,
856,500187.920,3050198.881,1413.808,
857,500293.398,3050122.225,1422.722,
858,500351.346,3050125.165,1421.833,
859,500151.621,3050247.273,1411.364,
860,500206.808,3050037.532,1412.616,
861,500296.687,3050207.676,1424.435,
862,500292.454,3050012.937,1420.365,
863,500313.184,3050119.412,1422.571,TREE
864,500227.974,3050221.584,1418.828,
865,500041.846,3050166.303,1408.583,TREE
866,500361.589,3050171.304,1422.802,TREE
867,500346.229,3050065.829,1420.736,TREE
868,500319.239,3050104.644,1422.141,HOUSE
869,500039.945,3050091.645,1406.930,ROAD
870,500081.759,3050130.361,1409.950,
871,500297.440,3050115.557,1422.651,
872,500009.256,3050081.725,1403.024,
873,500391.690,3050076.370,1421.955,HOUSE
874,500150.858,3050062.713,1409.154,ROAD
875,500287.725,3050091.262,1422.021,RIVER
876,500355.028,3050037.485,1420.071,TREE
877,500157.852,3050218.026,1411.169,GL
878,500127.653,3050150.530,1411.134,GL
879,500243.496,3050033.447,1417.299,
880,500232.396,3050173.465,1419.476,GL
881,500163.656,3050211.917,1411.441,TREE
882,500240.710,3050059.384,1417.969,
883,500374.153,3050037.650,1420.304,ROAD
884,500187.056,3050002.154,1408.920,ROAD
885,500078.697,3050011.813,1407.311,
886,500150.882,3050190.563,1411.152,RIVER
887,500157.643,3050246.797,1411.478,
888,500052.443,3050011.220,1406.412,RIVER
889,500065.149,3050187.018,1410.609,ROAD
890,500273.825,3050017.966,1419.799,
891,500135.791,3050148.033,1411.627,HOUSE
892,500381.959,3050189.019,1423.692,
893,500097.439,3050089.801,1409.216,ROAD
894,500039.570,3050002.734,1405.186,
895,500301.402,3050148.797,1423.298,
896,500352.414,3050247.811,1424.311,
897,500111.245,3050064.404,1408.317,
898,500080.835,3050047.373,1408.020,
899,500074.306,3050030.981,1407.755,TREE
900,500208.805,3050138.814,1418.504,HOUSE
901,500187.367,3050149.111,1416.307,TREE
902,500103.776,3050198.068,1410.932,
903,500018.069,3050188.268,1406.345,
904,500192.597,3050223.135,1414.142,RIVER
905,500383.733,3050201.443,1424.047,
906,500261.008,3050061.817,1419.916,
907,500198.203,3050138.969,1417.754,GL
908,500044.277,3050074.353,1406.945,
909,500100.975,3050082.446,1409.013,
910,500117.910,3050232.986,1411.106,ROAD
911,500305.921,3050170.474,1423.772,
912,500350.684,3050243.648,1424.237,HOUSE
913,500360.657,3050104.228,1421.296,GL
914,500393.827,3050134.359,1423.410,
915,500392.947,3050121.779,1423.229,HOUSE
916,500381.200,3050026.822,1420.468,TREE
917,500028.729,3050059.175,1405.063,
918,500055.117,3050131.909,1409.019,
919,500121.787,3050016.844,1406.687,RIVER
920,500221.159,3050232.865,1418.032,
921,500038.791,3050030.961,1405.615,RIVER
922,500338.319,3050049.495,1420.577,GL
923,500246.702,3050191.330,1420.918,RIVER
924,500216.946,3050024.234,1413.413,
925,500066.125,3050225.070,1411.322,TREE
926,500101.302,3050181.425,1410.687,TREE
927,500064.125,3050017.155,1407.112,
928,500340.773,3050172.962,1422.926,
929,500233.691,3050157.907,1419.922,TREE
930,500294.052,3050189.337,1423.955,HOUSE
931,500118.413,3050207.049,1410.782,
932,500148.501,3050179.588,1411.191,ROAD
933,500161.942,3050146.544,1413.952,HOUSE
934,500304.006,3050080.616,1421.924,
935,500308.941,3050174.318,1423.808,RIVER
936,500082.725,3050239.243,1411.873,
937,500376.616,3050146.880,1422.645,HOUSE
938,500048.262,3050166.086,1409.177,GL
939,500358.449,3050109.282,1421.455,HOUSE
940,500040.158,3050189.030,1408.904,ROAD
941,500105.816,3050249.417,1411.636,HOUSE
942,500338.591,3050040.097,1420.314,HOUSE
943,500071.797,3050050.601,1408.034,ROAD
944,500165.427,3050134.859,1414.807,HOUSE
945,500179.944,3050120.344,1416.491,ROAD
946,500098.104,3050142.892,1410.302,GL
947,500284.098,3050012.269,1420.208,
948,500340.534,3050101.069,1421.530,
949,500349.830,3050145.745,1422.356,TREE
950,500135.729,3050146.298,1411.691,TREE
951,500212.340,3050164.333,1417.786,
952,500099.363,3050180.054,1410.674,
953,500097.919,3050160.387,1410.536,RIVER
954,500064.502,3050197.561,1410.676,HOUSE
955,500376.008,3050156.190,1422.759,ROAD
956,500355.196,3050134.377,1422.000,
957,500310.943,3050151.549,1423.216,
958,500207.065,3050025.298,1412.082,
959,500196.243,3050068.289,1413.588,ROAD
960,500211.898,3050131.850,1418.731,TREE
961,500214.627,3050218.247,1416.941,ROAD
962,500173.825,3050169.763,1413.687,GL
963,500052.702,3050022.602,1406.530,GL
964,500050.266,3050148.069,1408.906,TREE
965,500380.900,3050055.434,1421.071,RIVER
966,500192.812,3050183.504,1414.726,GL
967,500381.282,3050206.860,1424.046,TREE
968,500065.431,3050148.364,1409.870,RIVER
969,500221.767,3050147.841,1419.185,
970,500083.087,3050084.648,1408.901,ROAD
971,500101.274,3050111.563,1409.879,TREE
972,500012.022,3050216.027,1405.971,RIVER
973,500047.581,3050180.830,1409.535,GL
974,500366.739,3050129.938,1421.916,HOUSE
975,500128.613,3050092.058,1410.041,
976,500243.252,3050012.595,1416.697,HOUSE
977,500186.006,3050035.752,1409.974,
978,500160.180,3050048.256,1408.734,TREE
979,500212.754,3050093.346,1417.581,ROAD
980,500074.896,3050236.036,1411.721,GL
981,500395.442,3050126.288,1423.323,GL
982,500327.323,3050058.710,1420.922,
983,500296.646,3050026.438,1420.760,HOUSE
984,500187.504,3050084.576,1414.511,TREE
985,500061.151,3050203.933,1410.677,TREE
986,500368.266,3050095.836,1421.354,
987,500136.555,3050193.126,1410.634,
988,500020.043,3050200.676,1406.858,
989,500136.961,3050027.705,1406.899,ROAD
990,500317.783,3050152.165,1423.082,ROAD
991,500249.083,3050239.774,1422.010,
992,500300.335,3050100.535,1422.331,
993,500317.454,3050012.736,1420.389,ROAD
994,500084.782,3050230.826,1411.727,TREE
995,500369.513,3050220.917,1423.801,
996,500175.196,3050130.535,1415.933,TREE
997,500255.605,3050138.063,1421.524,
998,500000.924,3050052.935,1401.141,
999,500397.347,3050204.863,1425.165,
1000,500112.359,3050124.650,1410.473,RIVER
1001,500024.825,3050008.469,1403.668,ROAD
1002,500183.305,3050170.754,1414.510,
1003,500051.612,3050237.624,1410.846,TREE
1004,500060.931,3050207.288,1410.825,RIVER
1005,500252.913,3050069.300,1419.522,RIVER
1006,500157.171,3050013.331,1406.919,ROAD
1007,500368.741,3050235.088,1424.212,
1008,500127.663,3050234.266,1410.940,
1009,500290.472,3050133.104,1422.908,
1010,500184.440,3050160.579,1415.255,
1011,500263.981,3050115.650,1421.701,
1012,500239.878,3050104.941,1419.996,
1013,500189.114,3050029.862,1410.091,TREE
1014,500380.024,3050024.188,1420.379,GL
1015,500137.085,3050058.183,1408.213,GL
1016,500070.894,3050209.160,1411.141,
1017,500271.238,3050036.458,1420.035,
1018,500338.403,3050056.675,1420.678,RIVER
1019,500016.101,3050137.154,1405.162,TREE
1020,500179.853,3050053.783,1410.656,
1021,500356.995,3050040.802,1420.116,ROAD
1022,500299.847,3050140.829,1423.137,ROAD
1023,500396.723,3050092.023,1422.715,RIVER
1024,500212.566,3050156.540,1418.060,
1025,500263.998,3050228.051,1423.323,HOUSE
1026,500120.992,3050037.748,1407.297,RIVER
1027,500379.014,3050228.358,1424.308,ROAD
1028,500146.534,3050225.622,1410.904,
1029,500295.404,3050207.272,1424.445,RIVER
1030,500161.256,3050157.821,1413.312,GL
1031,500224.728,3050155.037,1419.161,GL
1032,500287.913,3050159.803,1423.350,TREE
1033,500203.574,3050172.624,1416.399,ROAD
1034,500362.835,3050004.121,1419.377,
1035,500167.720,3050239.523,1411.877,TREE
1036,500258.829,3050146.401,1421.809,ROAD
1037,500136.945,3050195.366,1410.551,TREE
1038,500163.263,3050094.320,1413.081,
1039,500176.020,3050003.099,1407.867,
1040,500050.323,3050127.434,1408.584,TREE
1041,500036.689,3050126.798,1407.432,HOUSE
1042,500266.996,3050109.247,1421.639,TREE
1043,500262.207,3050084.929,1420.745,RIVER
1044,500265.164,3050062.457,1420.281,TREE
1045,500007.907,3050131.886,1403.772,TREE
1046,500130.619,3050093.820,1410.341,
1047,500079.124,3050242.483,1411.952,TREE
1048,500311.261,3050043.232,1421.082,
1049,500344.252,3050079.916,1421.043,HOUSE
1050,500098.672,3050073.490,1408.709,
1051,500267.140,3050135.827,1422.120,RIVER
1052,500051.745,3050124.820,1408.583,
1053,500110.061,3050160.935,1410.553,GL
1054,500055.462,3050237.500,1411.022,
1055,500113.408,3050071.305,1408.672,
1056,500269.895,3050173.193,1422.885,RIVER
1057,500364.131,3050006.260,1419.438,
1058,500081.009,3050065.597,1408.506,TREE
1059,500216.832,3050115.930,1418.920,RIVER
1060,500280.556,3050007.749,1419.939,TREE
1061,500381.169,3050154.417,1422.941,
1062,500244.024,3050169.578,1420.743,
1063,500102.043,3050186.683,1410.719,GL
1064,500250.191,3050129.144,1421.182,
1065,500128.196,3050150.986,1411.127,
1066,500390.451,3050099.016,1422.413,TREE
1067,500159.870,3050010.313,1406.890,GL
1068,500274.171,3050024.988,1419.984,
1069,500009.291,3050163.749,1404.665,GL
1070,500160.025,3050248.889,1411.652,
1071,500350.043,3050003.951,1419.558,
1072,500244.091,3050139.396,1420.894,GL
1073,500177.577,3050187.752,1413.015,RIVER
1074,500374.375,3050206.694,1423.714,TREE
1075,500341.594,3050136.301,1422.260,TREE
1076,500128.886,3050154.979,1411.056,RIVER
1077,500217.819,3050174.181,1417.965,TREE
1078,500195.930,3050214.742,1414.506,
1079,500252.881,3050030.572,1418.317,GL
1080,500133.645,3050231.546,1410.868,GL
1081,500097.682,3050006.504,1407.121,GL
1082,500365.069,3050209.050,1423.560,
1083,500369.550,3050019.185,1419.833,
1084,500337.329,3050048.657,1420.654,
1085,500391.282,3050000.974,1420.595,RIVER
1086,500297.997,3050111.314,1422.535,HOUSE
1087,500305.867,3050083.590,1421.952,ROAD
1088,500305.036,3050041.498,1421.103,
1089,500192.243,3050112.773,1417.309,GL
1090,500182.581,3050100.593,1415.595,TREE
1091,500096.091,3050191.915,1410.816,GL
1092,500257.928,3050223.283,1422.584,GL
1093,500115.728,3050163.142,1410.588,
1094,500103.123,3050031.103,1407.439,
1095,500234.385,3050073.848,1418.001,ROAD
1096,500163.993,3050228.330,1411.540,RIVER
1097,500087.543,3050022.184,1407.519,
1098,500326.422,3050101.714,1421.860,GL
1099,500344.228,3050235.626,1424.146,TREE
1100,500067.080,3050237.666,1411.631,ROAD
1101,500003.003,3050102.801,1402.523,RIVER
1102,500134.452,3050166.849,1411.016,GL
1103,500319.004,3050114.186,1422.362,HOUSE
1104,500335.670,3050188.365,1423.523,RIVER
1105,500055.332,3050007.895,1406.478,ROAD
1106,500309.734,3050036.039,1420.906,
1107,500046.282,3050153.550,1408.763,ROAD
1108,500156.025,3050058.138,1409.142,GL
1109,500399.444,3050166.513,1424.547,
1110,500077.036,3050087.806,1408.958,ROAD
1111,500061.585,3050221.661,1411.006,ROAD
1112,500169.120,3050204.815,1411.827,
1113,500247.867,3050123.209,1420.896,GL
1114,500373.160,3050193.224,1423.411,
1115,500392.328,3050067.784,1421.935,
1116,500027.856,3050123.565,1406.282,RIVER
1117,500055.199,3050049.371,1407.312,
1118,500316.295,3050215.222,1424.462,TREE
1119,500108.253,3050205.767,1410.872,
1120,500353.940,3050225.537,1423.863,HOUSE
1121,500265.381,3050219.369,1423.201,RIVER
1122,500044.738,3050239.899,1410.384,HOUSE
1123,500333.012,3050057.084,1420.873,TREE
1124,500070.543,3050232.956,1411.646,ROAD
1125,500169.398,3050142.803,1415.004,RIVER
1126,500220.874,3050105.624,1418.814,ROAD
1127,500200.306,3050140.093,1417.871,
1128,500274.465,3050085.651,1421.448,TREE
1129,500261.075,3050072.138,1420.306,ROAD
1130,500396.817,3050060.329,1422.157,
1131,500399.769,3050020.607,1421.635,HOUSE
1132,500206.584,3050124.141,1418.557,
1133,500038.080,3050221.940,1409.402,RIVER
1134,500291.137,3050157.538,1423.342,TREE
1135,500390.666,3050130.244,1423.082,HOUSE
1136,500127.331,3050107.148,1410.744,ROAD
1137,500184.484,3050116.100,1416.670,
1138,500169.911,3050052.319,1409.649,GL
1139,500020.568,3050205.734,1407.004,ROAD
1140,500268.906,3050049.596,1420.182,
1141,500141.335,3050179.156,1411.050,ROAD
1142,500314.986,3050189.996,1423.880,
1143,500332.848,3050143.717,1422.552,TREE
1144,500328.492,3050215.732,1424.012,TREE
1145,500166.666,3050072.763,1411.261,HOUSE
1146,500128.618,3050220.404,1410.693,ROAD
1147,500299.528,3050182.353,1423.901,
1148,500320.556,3050199.687,1424.073,
1149,500196.503,3050166.145,1416.129,GL
1150,500357.212,3050211.586,1423.556,TREE
1151,500057.563,3050248.275,1411.393,ROAD
1152,500351.628,3050105.041,1421.503,ROAD
1153,500038.438,3050203.479,1409.047,
1154,500061.410,3050186.145,1410.335,RIVER
1155,500213.536,3050113.218,1418.609,
1156,500027.007,3050231.737,1408.325,
1157,500021.123,3050098.606,1404.982,
1158,500000.207,3050141.366,1402.972,RIVER
1159,500174.527,3050026.486,1408.503,
1160,500309.850,3050056.444,1421.314,TREE
1161,500013.935,3050210.174,1406.144,ROAD
1162,500260.903,3050099.138,1421.105,ROAD
1163,500329.251,3050098.521,1421.695,RIVER
1164,500067.200,3050061.495,1408.147,
1165,500058.745,3050122.903,1409.067,GL
1166,500344.320,3050201.454,1423.506,TREE
1167,500329.250,3050223.791,1424.273,HOUSE
1168,500215.577,3050017.529,1413.095,TREE
1169,500327.680,3050143.705,1422.736,TREE
1170,500037.102,3050116.818,1407.151,
1171,500157.793,3050153.570,1413.310,
1172,500295.119,3050111.819,1422.532,GL
1173,500102.981,3050099.661,1409.631,
1174,500300.932,3050117.970,1422.564,TREE
1175,500201.671,3050145.500,1417.809,ROAD
1176,500300.106,3050125.246,1422.905,TREE
1177,500185.872,3050118.036,1416.964,TREE
1178,500147.162,3050204.459,1410.786,
1179,500087.676,3050186.412,1410.905,HOUSE
1180,500083.352,3050085.345,1408.965,GL
1181,500300.596,3050200.144,1424.301,
1182,500047.564,3050213.413,1410.016,
1183,500034.393,3050038.373,1405.298,ROAD
1184,500070.517,3050145.671,1410.025,RIVER
1185,500070.139,3050071.328,1408.472,TREE
1186,500329.243,3050184.793,1423.470,RIVER
1187,500159.403,3050059.696,1409.445,
1188,500396.155,3050167.851,1424.249,
1189,500054.885,3050063.781,1407.622,RIVER
1190,500261.416,3050127.786,1421.713,
1191,500179.492,3050237.162,1412.869,HOUSE
1192,500157.167,3050095.327,1412.662,
1193,500350.034,3050218.935,1423.742,
1194,500390.238,3050246.736,1425.435,GL
1195,500349.144,3050218.713,1423.738,
1196,500076.920,3050041.467,1407.895,ROAD
1197,500088.319,3050204.915,1411.133,RIVER
1198,500262.430,3050008.037,1418.784,TREE
1199,500115.633,3050098.325,1409.801,TREE
1200,500293.890,3050217.683,1424.579,
1201,500226.568,3050172.188,1418.902,
1202,500220.364,3050133.185,1419.287,
1203,500331.419,3050096.966,1421.665,ROAD
1204,500284.213,3050203.074,1424.101,
1205,500010.631,3050177.390,1405.093,
1206,500019.784,3050117.101,1405.087,ROAD
1207,500240.623,3050223.121,1420.657,HOUSE
1208,500194.477,3050057.487,1412.475,TREE
1209,500104.074,3050042.598,1407.923,
1210,500167.462,3050160.701,1413.688,TREE
1211,500303.164,3050242.999,1425.104,TREE
1212,500330.645,3050061.814,1421.081,
1213,500224.489,3050062.418,1416.164,HOUSE
1214,500154.148,3050034.875,1407.598,RIVER
1215,500108.279,3050215.141,1411.114,
1216,500208.767,3050056.599,1414.032,
1217,500125.900,3050125.795,1411.042,
1218,500225.638,3050247.718,1418.981,ROAD
1219,500270.661,3050003.035,1419.358,
1220,500026.432,3050139.122,1406.447,RIVER
1221,500000.427,3050128.072,1402.582,ROAD
1222,500084.911,3050201.862,1411.110,GL
1223,500357.805,3050088.820,1421.069,TREE
1224,500258.516,3050102.585,1421.053,RIVER
1225,500068.784,3050041.984,1407.822,ROAD
1226,500356.106,3050185.204,1423.079,
1227,500187.982,3050196.177,1413.812,
1228,500190.437,3050034.166,1410.385,HOUSE
1229,500374.217,3050098.364,1421.491,
1230,500023.795,3050223.226,1407.805,
1231,500086.071,3050000.677,1407.007,RIVER
1232,500234.309,3050074.690,1417.997,GL
1233,500078.195,3050138.761,1410.057,HOUSE
1234,500271.811,3050083.523,1421.195,
1235,500085.637,3050068.011,1408.528,
1236,500039.663,3050115.009,1407.405,
1237,500082.794,3050045.381,1408.057,
1238,500169.094,3050132.406,1415.378,
1239,500070.455,3050176.674,1410.554,GL
1240,500053.877,3050143.824,1409.146,
1241,500344.113,3050023.277,1419.887,TREE
1242,500128.159,3050211.102,1410.561,TREE
1243,500144.303,3050043.744,1407.668,
1244,500022.108,3050191.203,1406.943,GL
1245,500142.948,3050090.141,1410.926,
1246,500105.923,3050195.690,1410.689,
1247,500244.194,3050051.568,1417.945,RIVER
1248,500082.156,3050046.666,1408.119,RIVER
1249,500355.346,3050124.256,1421.814,GL
1250,500371.867,3050008.234,1419.610,RIVER
1251,500039.932,3050056.324,1406.371,TREE
1252,500042.961,3050181.003,1409.026,
1253,500046.131,3050209.346,1409.880,ROAD
1254,500247.828,3050020.196,1417.504,GL
1255,500048.788,3050220.519,1410.274,TREE
1256,500340.953,3050199.379,1423.474,HOUSE
1257,500301.709,3050217.421,1424.722,
1258,500327.924,3050174.607,1423.387,HOUSE
1259,500210.424,3050168.538,1417.386,TREE
1260,500398.671,3050131.273,1423.806,
1261,500017.670,3050163.197,1405.726,
1262,500160.506,3050229.777,1411.437,HOUSE
1263,500129.575,3050025.131,1406.803,
1264,500379.458,3050078.941,1421.396,
1265,500230.744,3050018.114,1415.143,RIVER
1266,500322.476,3050236.201,1424.600,
1267,500068.136,3050111.316,1409.238,HOUSE
1268,500391.454,3050168.836,1423.877,HOUSE
1269,500199.456,3050210.280,1414.836,ROAD
1270,500197.469,3050247.750,1415.069,HOUSE
1271,500388.354,3050040.446,1421.231,HOUSE
1272,500152.293,3050199.878,1411.041,ROAD
1273,500159.010,3050221.856,1411.212,RIVER
1274,500233.901,3050012.219,1415.510,
1275,500051.221,3050188.523,1409.879,HOUSE
1276,500128.434,3050088.681,1409.948,
1277,500077.283,3050162.149,1410.401,RIVER
1278,500041.313,3050128.512,1407.839,
1279,500346.458,3050064.936,1420.732,
1280,500235.732,3050033.805,1416.381,
1281,500143.469,3050029.237,1407.034,TREE
1282,500163.468,3050025.831,1407.666,
1283,500172.608,3050159.448,1414.313,
1284,500253.260,3050087.853,1420.270,TREE
1285,500370.708,3050054.158,1420.591,RIVER
1286,500373.112,3050172.971,1423.099,TREE
1287,500156.597,3050171.712,1412.088,GL
1288,500131.705,3050134.792,1411.636,HOUSE
1289,500180.419,3050233.739,1412.921,TREE
1290,500227.174,3050096.354,1418.852,GL
1291,500184.727,3050208.966,1413.173,TREE
1292,500263.501,3050018.785,1419.022,
1293,500221.760,3050184.958,1418.115,
1294,500128.286,3050247.112,1411.176,HOUSE
1295,500138.292,3050211.650,1410.708,
1296,500151.437,3050144.916,1413.001,
1297,500037.856,3050156.692,1408.106,
1298,500066.425,3050088.322,1408.729,ROAD
1299,500289.246,3050169.871,1423.605,
1300,500155.639,3050192.599,1411.207,
